id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight,categories,mechanics,families,designers,artists,publishers,expansions,integrations,compilations,implementations
12333,boardgame,Twilight Struggle,2005,2,2,180,180,180,13,20113,8.33774,8.22186,26647,372,1219,5865,5347,2562,3.4785,Modern Warfare|Political|Wargame,Action Point Allowance System|Area Control / Area Influence|Campaign / Battle Card Driven|Dice Rolling|Hand Management|Simultaneous Action Selection,,Ananda Gupta|Jason Matthews,Viktor Csete|Rodger B. MacGowan|Chechu Nieto|Guillaume Ries|Mark Simonitch,GMT Games|(Self-Published)|Asterion Press|Bard Centrum Gier|Devir|MINDOK|Udo Grebe Gamedesign|Wargames Club Publishing,"Twilight Struggle: ""Anni di Piombo"" Promo Card|Twilight Struggle: ""Pakt Bagdadzki"" and ""Stan Wojenny"" Promo Cards|Twilight Struggle: ""Referendum NATO"" Promo Card|Twilight Struggle: What If?",,,Twilight of Shogun
120677,boardgame,Terra Mystica,2012,2,5,150,60,150,12,14383,8.28798,8.14232,16519,132,1586,6277,2526,1423,3.8939,Civilization|Economic|Fantasy|Territory Building,Route/Network Building|Variable Player Powers,Terra Mystica,Jens Drögemüller|Helge Ostertag,Dennis Lohausen,"Feuerland Spiele|Bard Centrum Gier|Cranio Creations|Filosofia Éditions|HomoLudicus|MINDOK|Swan Panasia Co., Ltd.|テンデイズゲームズ (Ten Days Games)|White Goblin Games|Z-Man Games|Zvezda",Terra Mystica: 4 Town Tiles|Terra Mystica: Bonus Card Shipping Value|Terra Mystica: Erweiterungsbogen|Terra Mystica: Fire & Ice,,Terra Mystica: Big Box,
102794,boardgame,Caverna: The Cave Farmers,2013,1,7,210,30,210,12,9262,8.28994,8.06886,12230,99,1476,5600,1700,777,3.7761,Animals|Economic|Farming,Tile Placement|Worker Placement,Animals: Sheep|Harvest Series|Mining|Solitaire Games,Uwe Rosenberg,Klemens Franz,"Lookout Games|999 Games|Devir|Filosofia Éditions|Hobby Japan|HomoLudicus|Korea Boardgames co., Ltd.|Lacerta|Mayfair Games|MINDOK|uplay.it edizioni",Caverna: Christmas Chamber|Caverna: LARP and Cosplay Postcard|Caverna: Mini Expansion|Caverna: Water Features,,,Agricola
25613,boardgame,Through the Ages: A Story of Civilization,2006,2,4,240,240,240,12,13294,8.20407,8.05804,14343,362,1084,5075,3378,1642,4.159,Civilization|Economic,Action Point Allowance System|Auction/Bidding|Card Drafting|Hand Management,Tableau Building,Vlaada Chvátil,Richard Cortes|Paul Niemeyer,Czech Board Games|Czech Games Edition|DiceTree Games|Eagle-Gryphon Games|HomoLudicus|IELLO|MINDOK|Pegasus Spiele|Portal Games|Raven Distribution|REBEL.pl|Wargames Club Publishing,BGO Extended 2.0 expansion (fan expansion for Through the Ages)|Cywilizacja: Poprzez wieki – Polski dodatek 1|Cywilizacja: Poprzez wieki – Polski dodatek 2|Through the Ages: A Story of Civilization – Czech expansion|Through the Ages: Spanish Promo Card Set,,,Through the Ages: A New Story of Civilization
3076,boardgame,Puerto Rico,2002,2,5,150,90,150,12,39883,8.14261,8.04524,44362,795,861,5414,9173,5213,3.2943,City Building|Economic|Farming,Variable Phase Order,Alea Big Box|Colonial Theme|Country: Puerto Rico|Puerto Rico,Andreas Seyfarth,Andreas Seyfarth|Franz Vohwinkel,"alea|Ravensburger Spieleverlag GmbH|Albi|Devir|Filosofia Éditions|Gém Klub Kft.|Giochi Uniti|Grow Jogos e Brinquedos|Kaissa Chess & Games|Lacerta|Lautapelit.fi|MINDOK|Rio Grande Games|Stratelibri|Swan Panasia Co., Ltd.|Tilsit",Haiti (fan expansion for Puerto Rico)|Puerto Rico: Expansion I – New Buildings|Puerto Rico: Expansion II – The Nobles|Treasure Chest,,Puerto Rico (zawiera 14 dodatkowych budynkow)|Puerto Rico: Limited Anniversary Edition,San Juan
31260,boardgame,Agricola,2007,1,5,150,30,150,12,39714,8.11957,8.03847,47522,837,958,6402,9310,5065,3.616,Animals|Economic|Farming,Area Enclosure|Card Drafting|Hand Management|Worker Placement,Agricola|Animals: Cattle|Animals: Sheep|Harvest Series|Solitaire Games,Uwe Rosenberg,Klemens Franz,"Lookout Games|999 Games|Brain Games|Compaya.hu - Gamer Café Kft.|Devir|Filosofia Éditions|Hobby Japan|Hobby World|HomoLudicus|Korea Boardgames co., Ltd.|Lacerta|MINDOK|Smart Ltd|Stratelibri|Swan Panasia Co., Ltd.|Ystari Games|Z-Man Games",Agricola CZ-Deck|Agricola Ereigniskarten|Agricola L-Deck|Agricola X-Deck|Agricola Z-Deck|Agricola: Belgium Deck|Agricola: Bielefeld Deck|Agricola: Brakelhühner Promo Card|Agricola: De Lage Landen|Agricola: Farmers of the Moor|Agricola: France Deck|Agricola: Gamers' Deck|Agricola: Glon­na­cker|Agricola: NL-Deck|Agricola: Ö-Deck|Agricola: Pi-Deck|Agricola: The Goodies Expansion|Agricola: The Legen*dairy Forest-Deck|Agricola: Through the Seasons|Agricola: World Championship Deck – 2011|Improved Farming & Disasters (fan expansion for Agricola)|The MY Deck (fan expansion for Agricola),,,Caverna: The Cave Farmers
124742,boardgame,Android: Netrunner,2012,2,2,45,45,45,14,15281,8.1676,7.97822,24381,680,627,3244,3202,1260,3.3103,Bluffing|Card Game|Science Fiction,Action Point Allowance System|Hand Management|Secret Unit Deployment|Variable Player Powers,Android|Android: Netrunner LCG|Cyberpunk|Hackers|Living Card Game®,Richard Garfield|Lukas Litzsinger,Bruno Balixa|Ralph Beisner|Del Borovic|Gong Studios|Henning Ludvigsen|Ed Mattinian|Adam Schumpert|Mark Anthony Taduran,"Fantasy Flight Games|Arclight|Edge Entertainment|Galakta|Game Harbor|Giochi Uniti|Heidelberger Spieleverlag|Korea Boardgames co., Ltd.",Android: Netrunner – A Study in Static|Android: Netrunner – All That Remains|Android: Netrunner – Breaker Bay|Android: Netrunner – Business First|Android: Netrunner – Chrome City|Android: Netrunner – Creation and Control|Android: Netrunner – Cyber Exodus|Android: Netrunner – Data and Destiny|Android: Netrunner – Democracy and Dogma|Android: Netrunner – Double Time|Android: Netrunner – Fear and Loathing|Android: Netrunner – First Contact|Android: Netrunner – Future Proof|Android: Netrunner – Honor and Profit|Android: Netrunner – Humanity's Shadow|Android: Netrunner – Kala Ghoda|Android: Netrunner – Mala Tempora|Android: Netrunner – Old Hollywood|Android: Netrunner – Opening Moves|Android: Netrunner – Order and Chaos|Android: Netrunner – Salsette Island|Android: Netrunner – Second Thoughts|Android: Netrunner – The Source|Android: Netrunner – The Spaces Between|Android: Netrunner – The Underway|Android: Netrunner – The Universe of Tomorrow|Android: Netrunner – The Valley|Android: Netrunner – Trace Amount|Android: Netrunner – True Colors|Android: Netrunner – Up and Over|Android: Netrunner – Upstalk|Android: Netrunner – What Lies Ahead,,,Netrunner
96848,boardgame,Mage Knight Board Game,2011,1,4,150,150,150,14,12697,8.15901,7.96929,18769,367,1116,5427,2861,1409,4.1292,Adventure|Exploration|Fantasy|Fighting,Card Drafting|Co-operative Play|Deck / Pool Building|Dice Rolling|Grid Movement|Hand Management|Modular Board|Role Playing|Tile Placement|Variable Player Powers,Clix|Components: Miniatures|Solitaire Games,Vlaada Chvátil,J. Lonnee|Chris Raimo|Milan Vavroň,WizKids Games|Asmodee|Giochi Uniti|Intrafin Games|Lacerta|NECA|Pegasus Spiele|REXhry,Mage Knight Board Game: Krang Character Expansion|Mage Knight Board Game: Shades of Tezla Expansion|Mage Knight Board Game: The Lost Legion,,,Star Trek: Frontiers
84876,boardgame,The Castles of Burgundy,2011,2,4,90,30,90,12,15461,8.07879,7.95011,20558,215,929,3681,3244,1176,3.0442,Dice|Medieval|Territory Building,Dice Rolling|Set Collection|Tile Placement|Variable Player Powers,Alea Big Box|Country: France,Stefan Feld,Julien Delval|Harald Lieske,alea|Ravensburger Spieleverlag GmbH|Hobby World,Brettspiel Adventskalender 2015|The Castles of Burgundy: 1st Expansion – New Player Boards|The Castles of Burgundy: 2nd Expansion – New Hex Tiles|The Castles of Burgundy: 3rd Expansion – German Board Game Championship Board|The Castles of Burgundy: 4th Expansion – Monastery Boards|The Castles of Burgundy: 5th Expansion – Pleasure Garden|Stadt Land Spielt Limitierter Sonderdruck Tag des Gesellschaftsspiels,,,
72125,boardgame,Eclipse,2011,2,6,200,60,200,14,15709,8.07933,7.93244,17611,273,1108,5581,3188,1486,3.6359,Civilization|Fighting|Science Fiction|Space Exploration,Area Control / Area Influence|Dice Rolling|Grid Movement|Modular Board|Player Elimination|Tile Placement|Variable Player Powers,4X games|Eclipse,Touko Tahkokallio,Ossi Hiekkala|Sampo Sikiö,Lautapelit.fi|Asmodee|Asterion Press|REBEL.pl|Ystari Games,Eclipse: Black Hole|Eclipse: Elders of the Solstice|Eclipse: Minions of the Solstice|Eclipse: Nebula|Eclipse: Pulsar|Eclipse: Rise of the Ancients|Eclipse: Rise of the Ancients – The Tractor Beam|Eclipse: Rockets of Celebration|Eclipse: Shadow of the Rift|Eclipse: Ship Pack One|Eclipse: Supernova|Eclipse: The Galactic North,,,
2651,boardgame,Power Grid,2004,2,6,120,120,120,12,34422,7.9888,7.91794,38633,550,1171,6157,7531,3998,3.2911,Economic|Industry / Manufacturing,Auction/Bidding|Route/Network Building,Country: Germany|Country: USA|Power Grid,Friedemann Friese,"Antonio Dessi|Lars-Arne ""Maura"" Kalusky|Harald Lieske","2F-Spiele|999 Games|Albi|Arclight|Brain Games|Edge Entertainment|Galápagos Jogos|Giochi Uniti|Hobby World|Ideal Board Games|Kaissa Chess & Games|Korea Boardgames co., Ltd.|Lacerta|Lautapelit.fi|Rio Grande Games|Runadrake|Smart Ltd|Stratelibri|Swan Panasia Co., Ltd.",Atolla Modulis (fan expansion for Funkenschlag)|Brettspiel Adventskalender 2015|Funkenschlag: Speicherkraftwerk|Hoogspanning: Het Verre Oosten|Hoogspanning: Uitbreiding Benelux|New Plants (fan expansion for Power Grid)|Power Grid: Australia & Indian Subcontinent|Power Grid: Benelux/Central Europe|Power Grid: BGG Promo Card Set|Power Grid: Brazil/Spain & Portugal|Power Grid: China/Korea|Power Grid: Flux Generator|Power Grid: France/Italy|Power Grid: Northern Europe/United Kingdom & Ireland|Power Grid: Oracle & Industrial Espionage|Power Grid: Québec/Baden-Württemberg|Power Grid: Russia & Japan|Power Grid: Supply Contract|Power Grid: Taxes|Power Grid: The New Power Plant Cards|Power Grid: The Robots|Power Grid: The Stock Companies|Power Grid: Theme Park|Power Grid: Transformer Station|Power Grid: Warehouse,,,Funkenschlag: EnBW|Mégawatts|Power Grid deluxe: Europe/North America|Power Grid: The First Sparks|Funkenschlag
164153,boardgame,Star Wars: Imperial Assault,2014,2,5,90,90,90,0,3980,8.43944,7.91643,8477,57,701,2970,736,360,3.225,Adventure|Exploration|Fighting|Miniatures|Movies / TV / Radio theme|Science Fiction|Wargame,Dice Rolling|Grid Movement|Modular Board|Partnerships|Role Playing,Campaign Games|Star Wars|Star Wars: Imperial Assault,Justin Kemppainen|Corey Konieczka|Jonathan Ying,Arden Beckwith|Christopher Burdett|Rovina Cai|Joel Hustak|Michal Ivan|David Kegg|Henning Ludvigsen|Brynn Metheney|Ryan Valle|Ben Zweifel,Asterion Press|Edge Entertainment|Fantasy Flight Games|Galakta|Heidelberger Spieleverlag,Star Wars: Imperial Assault – Alliance Smuggler Ally Pack|Star Wars: Imperial Assault – Bantha Rider Villain Pack|Star Wars: Imperial Assault – Boba Fett Villain Pack|Star Wars: Imperial Assault – Chewbacca Ally Pack|Star Wars: Imperial Assault – Dengar Villain Pack|Star Wars: Imperial Assault – Echo Base Troopers Ally Pack|Star Wars: Imperial Assault – General Sorin Villain Pack|Star Wars: Imperial Assault – General Weiss Villain Pack|Star Wars: Imperial Assault – Han Solo Ally Pack|Star Wars: Imperial Assault – Hired Guns Villain Pack|Star Wars: Imperial Assault – IG-88 Villain Pack|Star Wars: Imperial Assault – Kayn Somos Villain Pack|Star Wars: Imperial Assault – Leia Organa Ally Pack|Star Wars: Imperial Assault – R2-D2 and C-3PO Ally Pack|Star Wars: Imperial Assault – Rebel Saboteurs Ally Pack|Star Wars: Imperial Assault – Rebel Troopers Ally Pack|Star Wars: Imperial Assault – Return to Hoth|Star Wars: Imperial Assault – Royal Guard Champion Villain Pack|Star Wars: Imperial Assault – Stormtroopers Villain Pack|Star Wars: Imperial Assault – Twin Shadows|Star Wars: Imperial Assault – Wookiee Warriors Ally Pack,,,Descent: Journeys in the Dark
115746,boardgame,War of the Ring (second edition),2012,2,4,150,150,150,13,3870,8.35044,7.88643,6257,71,677,2431,771,288,3.9375,Adventure|Dice|Fantasy|Miniatures|Novel-based|Territory Building|Wargame,Area Control / Area Influence|Area Movement|Campaign / Battle Card Driven|Dice Rolling|Hand Management,Tolkien Games|War of the Ring,Kristofer Bengtsson|Roberto Di Meglio|Marco Maggi|Francesco Nepitello,Kristofer Bengtsson|John Howe|Fabio Maiorana,Ares Games|Devir|Galakta|Heidelberger Spieleverlag|Planplay|Red Glove,War of the Ring: Lords of Middle-earth|War of the Ring: Lords of Middle-earth – Treebeard Mini-Expansion|War of the Ring: Warriors of Middle-earth,,,War of the Ring (first edition)
121921,boardgame,Robinson Crusoe: Adventures on the Cursed Island,2012,1,4,180,90,180,14,10539,8.09283,7.88503,15896,217,1379,5821,2109,896,3.6328,Adventure|Exploration|Novel-based,Co-operative Play|Dice Rolling|Modular Board|Simultaneous Action Selection|Tile Placement|Variable Player Powers|Worker Placement,Robinson Crusoe: Adventure on the Cursed Island|Solitaire Games,Ignacy Trzewiczek,Tomasz Bentkowski|Mateusz Bielski|Jerzy Ferdyn|Mateusz Kopacz|Mateusz Lenart|Maciej Mutwil|Zhao Run Quan|Rafał Szyma|Piotr Słaby|Ignacy Trzewiczek|Michał J. Zieliński,"Portal Games|DiceTree Games|Edge Entertainment|Filosofia Éditions|Hobby World|MYBG Co., Ltd.|Pegasus Spiele|uplay.it edizioni|Z-Man Games",Robinson Crusoe: Adventure on the Cursed Island – Beach Card Mini Expansion|Robinson Crusoe: Adventure on the Cursed Island – Beast Cards|Robinson Crusoe: Adventure on the Cursed Island – Dreadful adventure on the King Kong Island|Robinson Crusoe: Adventure on the Cursed Island – Gamer character|Robinson Crusoe: Adventure on the Cursed Island – Hunting Dog|Robinson Crusoe: Adventure on the Cursed Island – Sailor character|Robinson Crusoe: Adventure on the Cursed Island – Schatzkiste|Robinson Crusoe: Adventure on the Cursed Island – Secret Trait Cards|Robinson Crusoe: Adventure on the Cursed Island – Spyglass of Illusory Hope|Robinson Crusoe: Adventure on the Cursed Island – Tracing Doctor Livingstone|Robinson Crusoe: Adventure on the Cursed Island – Trait Cards I|Robinson Crusoe: Adventure on the Cursed Island – Trait Cards II|Robinson Crusoe: Adventure on the Cursed Island – Treasure Island Junior|Robinson Crusoe: Adventure on the Cursed Island – Voyage of the Beagle (Vol. 1)|Robinson Crusoe: Discovery Tokens|Robinson Crusoe: Promo pack,,,
35677,boardgame,Le Havre,2008,1,5,200,100,200,12,15774,7.99115,7.88172,16429,205,1343,5149,3458,1450,3.7531,City Building|Economic|Industry / Manufacturing|Nautical,Worker Placement,Country: France|Harvest Series|Le Havre|Solitaire Games,Uwe Rosenberg,Klemens Franz|Uwe Rosenberg,"Lookout Games|999 Games|Filosofia Éditions|Hobby Japan|HomoLudicus|Korea Boardgames co., Ltd.|Lacerta|MINDOK|Stratelibri|uplay.it edizioni|Ystari Games|Z-Man Games",Le Havre Expansion: Essen Promo Cards|Le Havre: Le Grand Hameau|Le Havre: Le Grand Hameau – Rattletrap car|Le Havre: Le Grand Hameau – Tablet with App|Le Havre: Le Grand Hameau – Wholesale Bakery|Le Havre: Spielemesse Sonderkarte,,,
28720,boardgame,Brass,2007,3,4,180,120,180,13,8785,8.03071,7.85824,9171,149,798,2858,2259,1012,3.8646,Economic|Industry / Manufacturing|Transportation,Hand Management|Route/Network Building,Country: England,Martin Wallace,Peter Dennis|Eckhard Freytag,"Warfrog Games|Eagle-Gryphon Games|FRED Distribution, Inc.|Pegasus Spiele|Wargames Club Publishing|White Goblin Games",Catalonia (fan expansion for Brass),,,Age of Industry
126163,boardgame,Tzolk'in: The Mayan Calendar,2012,2,4,90,90,90,13,12143,7.98673,7.83148,13958,120,1056,3945,2144,933,3.5595,Ancient|Civilization|Economic|Farming|Mythology,Set Collection|Worker Placement,Country: Guatemala|Country: Mexico|Tropical theme,Simone Luciani|Daniele Tascini,Milan Vavroň,Czech Games Edition|Cranio Creations|The Game Master BV|Heidelberger Spieleverlag|Hobby Japan|IELLO|Lex Games|MINDOK|REBEL.pl|Rio Grande Games|Zacatrus,Tzolk'in: The Mayan Calendar – Mini Expansion 1|Tzolk'in: The Mayan Calendar – Mini Expansion 2|Tzolk'in: The Mayan Calendar – Tribes & Prophecies,,,
150376,boardgame,Dead of Winter: A Crossroads Game,2014,2,5,210,45,210,14,9188,8.05776,7.82389,13692,144,1086,4956,1602,608,2.9408,Bluffing|Horror|Zombies,Action Point Allowance System|Area Movement|Co-operative Play|Dice Rolling|Hand Management|Variable Player Powers|Voting,Crossroads Series,Jonathan Gilmour|Isaac Vega,David Richards|Fernanda Suarez|Peter Wocken,Plaid Hat Games|Arclight|Cube Factory of Ideas|Edge Entertainment|Game Harbor|Gemenot|Heidelberger Spieleverlag|Raven Distribution,Dead of Winter: Andrea Smith|Dead of Winter: Dice Tower Promos|Dead of Winter: Felicia Day|Dead of Winter: Kodiak Colby|Dead of Winter: Lucky Luke Smith|Dead of Winter: Roberta Plum,,Dead of Winter: Tabletop Edition,
68448,boardgame,7 Wonders,2010,2,7,30,30,30,10,36732,7.87047,7.79413,44982,464,1046,5806,7126,2917,2.3384,Ancient|Card Game|City Building|Civilization,Card Drafting|Set Collection|Simultaneous Action Selection|Variable Player Powers,7 Wonders|Tableau Building,Antoine Bauza,Miguel Coimbra,Repos Production|ADC Blackfire Entertainment|Asmodee|Asterion Press|Galápagos Jogos|Gém Klub Kft.|Hobby Japan|Kaissa Chess & Games|Lautapelit.fi|REBEL.pl,7 Wonders: Babel|7 Wonders: Catan|7 Wonders: Cities|7 Wonders: Leaders|7 Wonders: Manneken Pis|7 Wonders: Wonder Pack|Collection (fan expansion for 7 Wonders)|Empires (fan expansion for 7 Wonders)|Game Wonders (fan expansion for 7 Wonders)|Lost Wonders (fan expansion for 7 Wonders)|More Wonders... (fan expansion for 7 Wonders)|Myths (fan expansion for 7 Wonders)|Ruins (fan expansion for 7 Wonders)|Sailors (fan expansion for 7 Wonders),,,7 Wonders: Duel
18602,boardgame,Caylus,2005,2,5,150,60,150,12,19160,7.89829,7.78071,18885,353,878,4011,4984,2894,3.8252,City Building|Economic|Medieval,Worker Placement,Caylus|Country: France|Ystari originals,William Attia,Cyril Demaegd|Arnaud Demaegd|Mike Doyle (I),"Ystari Games|Brain Games|Edge Entertainment|Esdevium|hobbity.eu|Hobby Japan|HUCH! & friends|Korea Boardgames co., Ltd.|Lautapelit.fi|Quined White Goblin Games|Rio Grande Games|uplay.it edizioni|What's Your Game?|White Goblin Games",Caylus Expansion: The Jeweller,,,Caylus Magna Carta
122515,boardgame,Keyflower,2012,2,6,120,90,120,12,6753,7.98786,7.7478,8599,78,1017,3197,1442,517,3.3056,City Building|Economic|Nautical|Renaissance|Territory Building,Auction/Bidding|Memory|Modular Board|Pick-up and Deliver|Route/Network Building|Set Collection|Tile Placement|Worker Placement,Key-series|Keyflower|Quined Master Print Edition Series,Sebastian Bleasdale|Richard Breese,Juliet Breese|Jo Breese|Gemma Tegelaers,R&D Games|Ediciones MasQueOca|FoxMind|Game Harbor|Game Salute|Gigamic|HUCH! & friends|Quined Games,Keyflower: Beekeeper|Keyflower: Emporium & Monument|Keyflower: Key Celeste|Keyflower: Pig Shelter|Keyflower: Storyteller|Keyflower: The Farmers|Keyflower: The Merchants|Keyflower: Trader,,,
40834,boardgame,Dominion: Intrigue,2009,2,4,30,30,30,13,19261,7.85479,7.73936,26403,374,461,2281,3005,1121,2.4469,Card Game|Medieval,Card Drafting|Deck / Pool Building|Hand Management,Dominion,Donald X. Vaccarino,"Matthias Catrein|Julien Delval|Martin Hoffmann|Alexander Jung|Lars-Arne ""Maura"" Kalusky|Ryan Laukat|Harald Lieske|Dennis Lohausen|Michael Menzel|Marcel-André Casasola Merkle|Claus Stephan|Christof Tisch|Franz Vohwinkel","Rio Grande Games|999 Games|Albi|ASS Altenburger Spielkarten|Bard Centrum Gier|Devir|Filosofia Éditions|Gém Klub Kft.|Hans im Glück Verlags-GmbH|Hobby Japan|Hobby World|Korea Boardgames co., Ltd.|Lautapelit.fi|Stupor Mundi|Swan Panasia Co., Ltd.|Vennerød Forlag AS",Dominion: Adventures|Dominion: Alchemisten & Reiche Ernte – Mixbox|Dominion: Alchemy|Dominion: Black Market Promo Card|Dominion: Cornucopia|Dominion: Dark Ages|Dominion: Envoy Promo Card|Dominion: Governor Promo Card|Dominion: Guilds|Dominion: Guilds & Cornucopia|Dominion: Hinterlands|Dominion: Prince Promo Card|Dominion: Prosperity|Dominion: Seaside|Dominion: Stash Promo Card|Dominion: Walled Village Promo Card|Paradox (Fan Expansion for Dominion),Dominion,,
62219,boardgame,Dominant Species,2010,2,6,240,120,240,14,10187,7.89276,7.72445,11003,243,1017,4285,2613,1070,4.0103,Animals|Environmental|Prehistoric,Area Control / Area Influence|Card Drafting|Grid Movement|Modular Board|Tile Placement|Variable Player Powers|Worker Placement,Evolution,Chad Jensen,Chad Jensen|Rodger B. MacGowan|Chechu Nieto|Eric Williams (I),GMT Games|Asterion Press|Filosofia Éditions|Udo Grebe Gamedesign|Wargames Club Publishing,,,,
28143,boardgame,Race for the Galaxy,2007,2,4,60,30,60,12,28655,7.80281,7.72433,33736,708,761,4597,6807,2922,2.9617,Card Game|Civilization|Economic|Science Fiction|Space Exploration,Hand Management|Simultaneous Action Selection|Variable Phase Order|Variable Player Powers,Race for the Galaxy|Tableau Building,Thomas Lehmann,Martin Hoffmann|Claus Stephan|Mirko Suzuki,"Rio Grande Games|ABACUSSPIELE|Albi|Gabinete Lúdico|Galápagos Jogos|Gamesinitaly|Ghenos Games|Giochix.it|Hobby Japan|Hobby World|Korea Boardgames co., Ltd.|REBEL.pl|Smart Ltd|Wargames Club Publishing|Ystari Games",Patronage (fan expansion to Race for the Galaxy)|Race for the Galaxy: Alien Artifacts|Race for the Galaxy: Rebel vs Imperium|Race for the Galaxy: The Brink of War|Race for the Galaxy: The Gathering Storm|Race for the Galaxy: Xeno Invasion,,,
103885,boardgame,Star Wars: X-Wing Miniatures Game,2012,2,4,60,60,60,14,11194,7.93301,7.72151,19899,334,421,1826,2183,911,2.4577,Aviation / Flight|Collectible Components|Miniatures|Movies / TV / Radio theme|Science Fiction|Wargame,Action / Movement Programming|Dice Rolling|Player Elimination|Simultaneous Action Selection|Variable Player Powers,FlightPath|Star Wars|Star Wars: X-Wing Miniatures Game,Steven Kimball|James Kniffen|Corey Konieczka|Jason Little|Brady Sadler|Adam Sadler,Matt Allsopp|Sacha Angel Diener|Jon Bosco|Matt Bradbury|Blake Henriksen|Jason Juta|Lucasfilm Ltd.|Henning Ludvigsen|Jorge Maese|Dallas Mehlhoff|Scott Murphy|David A. Nash|Matthew Starbuck|Nicholas Stohlman|Angela Sung,"Fantasy Flight Games|cutia.ro|Edge Entertainment|Galakta|Galápagos Jogos|Giochi Uniti|Heidelberger Spieleverlag|Hobby World|Korea Boardgames co., Ltd.|Martinex|Peliko|Stratelibri|Wargames Club Publishing",Star Wars: X-Wing Miniatures Game – A-Wing Expansion Pack|Star Wars: X-Wing Miniatures Game – B-Wing Expansion Pack|Star Wars: X-Wing Miniatures Game – E-Wing Expansion Pack|Star Wars: X-Wing Miniatures Game – Ghost Expansion Pack|Star Wars: X-Wing Miniatures Game – Hound's Tooth Expansion Pack|Star Wars: X-Wing Miniatures Game – HWK-290 Expansion Pack|Star Wars: X-Wing Miniatures Game – IG-2000 Expansion Pack|Star Wars: X-Wing Miniatures Game – Imperial Aces Expansion Pack|Star Wars: X-Wing Miniatures Game – Imperial Assault Carrier Expansion Pack|Star Wars: X-Wing Miniatures Game – Imperial Raider Expansion Pack|Star Wars: X-Wing Miniatures Game – K-wing Expansion Pack|Star Wars: X-Wing Miniatures Game – Kihraxz Fighter Expansion Pack|Star Wars: X-Wing Miniatures Game – Lambda-class Shuttle Expansion Pack|Star Wars: X-Wing Miniatures Game – M3-A Interceptor Expansion Pack|Star Wars: X-Wing Miniatures Game – Millennium Falcon Expansion Pack|Star Wars: X-Wing Miniatures Game – Mist Hunter|Star Wars: X-Wing Miniatures Game – Most Wanted Expansion Pack|Star Wars: X-Wing Miniatures Game – Punishing One|Star Wars: X-Wing Miniatures Game – Rebel Aces Expansion Pack|Star Wars: X-Wing Miniatures Game – Rebel Transport Expansion Pack|Star Wars: X-Wing Miniatures Game – Slave I Expansion Pack|Star Wars: X-Wing Miniatures Game – StarViper Expansion Pack|Star Wars: X-Wing Miniatures Game – T-70 X-Wing Expansion Pack|Star Wars: X-Wing Miniatures Game – Tantive IV Expansion Pack|Star Wars: X-Wing Miniatures Game – TIE Advanced Expansion Pack|Star Wars: X-Wing Miniatures Game – TIE Bomber Expansion Pack|Star Wars: X-Wing Miniatures Game – TIE Defender Expansion Pack|Star Wars: X-Wing Miniatures Game – TIE Fighter Expansion Pack|Star Wars: X-Wing Miniatures Game – TIE Interceptor Expansion Pack|Star Wars: X-Wing Miniatures Game – TIE Phantom Expansion Pack|Star Wars: X-Wing Miniatures Game – TIE Punisher Expansion Pack|Star Wars: X-Wing Miniatures Game – TIE/fo Fighter Expansion Pack|Star Wars: X-Wing Miniatures Game – VT-49 Decimator Expansion Pack|Star Wars: X-Wing Miniatures Game – X-Wing Expansion Pack|Star Wars: X-Wing Miniatures Game – Y-Wing Expansion Pack|Star Wars: X-Wing Miniatures Game – YT-2400 Expansion Pack|Star Wars: X-Wing Miniatures Game – Z-95 Headhunter Expansion Pack,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,,Dungeons & Dragons: Attack Wing|Star Trek: Attack Wing
93,boardgame,El Grande,1995,2,5,120,60,120,12,15853,7.83279,7.71949,15556,261,1130,3787,4250,1861,3.0919,Renaissance,Area Control / Area Influence|Area Movement|Auction/Bidding|Card Drafting|Hand Management|Memory|Simultaneous Action Selection,Country: Spain|El Grande,Wolfgang Kramer|Richard Ulrich,Doris Matthäus,Hans im Glück Verlags-GmbH|999 Games|Användbart Litet Företag|Descartes Editeur|Filosofia Éditions|Gabinete Lúdico|Rio Grande Games,The El Grande Expansions|El Grande: Grandissimo|El Grande: Grossinquisitor und Kolonien|El Grande: König & Intrigant|El Grande: König & Intrigant – Player's Edition|El Grande: König & Intrigant – Unverkäufliche Sonderkarten,,El Grande Big Box|El Grande Decennial Edition,
146021,boardgame,Eldritch Horror,2013,1,8,240,120,240,14,8388,7.97188,7.71614,13668,147,643,3447,1585,674,3.2834,Adventure|Fantasy|Fighting|Horror|Novel-based,Co-operative Play|Dice Rolling|Point to Point Movement|Variable Player Powers,Arkham Horror|Cthulhu Mythos|Eldritch Horror|Solitaire Games,Corey Konieczka|Nikki Valens,Anders Finér|David Griffith|Ed Mattinian|Patrick McEvoy|Emilio Rodriguez|Magali Villeneuve|Drew Whitmore,Fantasy Flight Games|Arclight|Edge Entertainment|Galakta|Galápagos Jogos|Giochi Uniti|Heidelberger Spieleverlag|Hobby World|Wargames Club Publishing,Eldritch Horror: Forsaken Lore|Eldritch Horror: Mountains of Madness|Eldritch Horror: Strange Remnants|Eldritch Horror: Under the Pyramids,,,
